NET_INCOME,OP_PROFIT_LOSS,OP_REVENUES,OP_EXPENSES,INCOME_PRE_TAX,INCOME_TAX,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,REGION,YEAR,QUARTER
1864.24,2005.23,134671.76,132666.53,1864.24,0.00,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,I,2023,2
1928.93,1949.26,27786.57,25837.31,1942.15,13.22,KAQ,Kalitta Air LLC,Kalitta Air LLC,D,2023,3
1962.76,12381.63,221778.63,209397.00,3977.07,2014.30,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,D,2023,4
2055.40,1966.87,7335.58,5368.71,2018.20,-37.19,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,D,2023,2
2159.82,2229.28,32766.81,30537.53,2159.82,0.00,8C,Air Transport International,Air Transport International,A,2023,2
2239.63,2307.13,22389.28,20082.15,2239.63,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",D,2023,2
2288.61,1244.53,54483.56,53239.03,2288.61,0.00,ABX,ABX Air Inc,ABX Air Inc,D,2023,3
2328.45,2716.24,186613.64,183897.40,3096.55,768.10,PT,Piedmont Airlines,Piedmont Airlines,D,2023,2
2586.56,2863.27,14426.02,11562.76,2529.98,-56.58,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",D,2023,2
2595.57,1085.87,56527.79,55441.91,2595.57,0.00,ABX,ABX Air Inc,ABX Air Inc,D,2023,2
2647.94,4618.03,421789.46,417171.43,3483.94,835.99,MQ,Envoy Air,Envoy Air,D,2023,2
2749.81,2767.28,89645.79,86878.51,3390.22,640.41,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,L,2023,2
2845.55,2922.60,28746.36,25823.76,2845.55,0.00,KAQ,Kalitta Air LLC,Kalitta Air LLC,D,2023,2
3026.16,2834.01,31220.68,28386.67,3026.16,0.00,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,D,2023,3
3189.01,3733.68,186668.48,182934.80,4199.71,1010.70,PT,Piedmont Airlines,Piedmont Airlines,D,2023,1
3212.92,3118.70,14665.65,11546.95,3337.92,125.00,PFQ,Asia Pacific,Asia Pacific,D,2023,4
3276.22,2817.29,21213.74,18396.45,3276.22,,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alask,D,2023,2
3387.65,3065.77,57665.53,54599.76,3397.38,9.73,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,D,2023,4
3598.32,23353.49,566322.33,542968.84,3817.48,219.16,B6,JetBlue Airways,JetBlue Airways,L,2023,4
3793.33,5729.30,12817.88,7088.59,5725.67,1932.35,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,I,2023,4
3947.00,16722.00,103589.00,86866.00,5229.00,1282.00,QX,Horizon Air,Horizon Air,D,2023,3
4100.23,4498.35,34065.35,29567.00,4437.75,337.51,8C,Air Transport International,Air Transport International,A,2023,4
4110.04,4153.81,63427.66,59273.85,4110.04,0.00,G7,GoJet Airlines LLC d/b/a United Express,GoJet Airlines LLC d/b/a United Express,D,2023,3
4126.13,4743.03,23764.18,19021.15,4126.13,0.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,L,2023,4
4308.17,-6276.29,-1321.26,4955.03,4308.17,0.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge",D,2023,4
4432.89,8177.13,79760.23,71583.10,4702.88,269.99,B6,JetBlue Airways,JetBlue Airways,A,2023,4
4458.30,5418.91,99611.32,94192.40,4458.30,0.00,8C,Air Transport International,Air Transport International,D,2023,2
4508.28,4458.47,11666.98,7208.51,4508.28,0.00,GFQ,Gulf And Caribbean Cargo,Gulf And Caribbean Cargo,I,2023,3
4562.00,7443.00,141165.00,133722.00,6137.00,1575.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,L,2023,2
4845.87,5018.69,14360.91,9342.22,4845.87,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",D,2023,1
4923.21,5939.08,32104.90,26165.81,4923.21,0.00,KH,Aloha Air Cargo,Aloha Air Cargo,D,2023,3
5025.72,5649.13,13276.81,7627.68,5025.72,0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",D,2023,1
5064.40,5064.40,33810.59,28746.19,5064.40,0.00,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,I,2023,2
5584.29,6417.50,31000.83,24583.34,5584.29,0.00,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,D,2023,1
5663.66,6301.24,28562.45,22261.21,5663.66,0.00,U7,USA Jet Airlines Inc.,USA Jet Airlines Inc.,D,2023,2
5898.00,3586.00,199261.00,195675.00,7238.00,1340.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,L,2023,3
5969.38,9445.51,170866.98,161421.47,5969.38,0.00,X9,Omni Air International LLC,Omni Air International LLC,I,2023,3
6182.54,6182.54,7906.96,1724.42,6182.54,0.00,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,I,2023,1
6350.70,6350.70,27906.04,21555.34,6350.70,0.00,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",D,2023,2
6430.00,6506.51,33427.75,26921.24,6430.00,0.00,8C,Air Transport International,Air Transport International,A,2023,3
6452.14,6516.32,34891.40,28375.07,6452.14,0.00,8C,Air Transport International,Air Transport International,A,2023,1
6498.32,8334.74,47365.05,39030.31,6498.32,0.00,KH,Aloha Air Cargo,Aloha Air Cargo,D,2023,4
6625.26,6625.26,27035.24,20409.98,6625.26,0.00,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",D,2023,3
6934.55,6926.53,37724.22,30797.69,6934.55,0.00,WI,Sky Lease Cargo,Sky Lease Cargo,I,2023,2
6959.24,6959.24,26008.57,19049.32,6959.24,0.00,27Q,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",D,2023,1
6974.30,21032.15,608119.97,587087.82,7137.45,163.15,G4,Allegiant Air,Allegiant Air,D,2023,4
7034.12,7505.03,34867.06,27362.03,7034.12,0.00,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,I,2023,1
7058.23,7097.77,33003.03,25905.26,7058.23,0.00,KH,Aloha Air Cargo,Aloha Air Cargo,D,2023,2
7301.01,7455.26,35032.25,27576.99,7301.01,0.00,KH,Aloha Air Cargo,Aloha Air Cargo,D,2023,1
7706.05,7706.05,9183.57,1477.52,7706.05,0.00,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,I,2023,2
7720.26,14480.61,449747.09,435266.48,13033.46,5313.20,MQ,Envoy Air,Envoy Air,D,2023,4
8933.39,21704.12,342602.82,320898.70,12056.98,3123.58,YX,Republic Airline,Republic Airline,D,2023,3
9203.25,9534.24,35306.77,25772.53,9203.25,0.00,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,I,2023,3
9485.93,10428.61,38383.22,27954.61,9485.93,0.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,L,2023,2
9561.79,9561.97,11380.45,1818.49,9561.97,0.18,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,I,2023,3
10453.55,10000.44,62623.28,52622.85,10518.89,65.35,KAQ,Kalitta Air LLC,Kalitta Air LLC,D,2023,4
10885.80,25158.00,222702.96,197544.96,17018.39,6132.59,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,D,2023,2
11022.58,16221.16,62100.71,45879.56,15310.31,4287.73,B6,JetBlue Airways,JetBlue Airways,A,2023,1
11445.25,12306.46,48458.71,36152.26,11445.25,0.00,NC,Northern Air Cargo Inc.,Northern Air Cargo Inc.,I,2023,4
12157.76,12443.19,24909.96,12466.77,12157.76,0.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,L,2023,3
12825.08,15821.11,160056.67,144235.56,12825.08,0.00,X9,Omni Air International LLC,Omni Air International LLC,I,2023,2
13256.18,22047.41,66765.88,44718.47,20891.96,7635.78,B6,JetBlue Airways,JetBlue Airways,A,2023,2
14454.69,30310.76,213533.58,183222.83,25808.67,11353.99,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,D,2023,1
15263.62,11761.79,422725.58,410963.79,15263.62,0.00,KAQ,Kalitta Air LLC,Kalitta Air LLC,I,2023,2
17655.41,17678.11,165981.07,148302.97,17655.41,0.00,N8,National Air Cargo Group Inc d/ba National Airlines,National Air Cargo Group Inc d/ba National Airline,I,2023,4
17947.91,13426.49,126520.48,113093.98,11760.35,-6187.56,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,P,2023,1
20535.63,37067.08,363854.50,326787.42,27926.27,7390.65,YX,Republic Airline,Republic Airline,D,2023,1
21919.93,21976.67,25920.55,3943.88,21940.17,20.24,L2,Lynden Air Cargo Airlines,Lynden Air Cargo Airlines,I,2023,4
24262.73,25472.38,80581.59,55109.21,24262.73,0.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,L,2023,1
25380.15,47261.22,359553.24,312292.03,34173.82,8793.68,YX,Republic Airline,Republic Airline,D,2023,2
26073.00,30332.00,268537.00,238205.00,33821.00,7748.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,L,2023,2
27858.09,30574.13,52645.24,22071.11,27866.17,8.08,KD,Western Global,Western Global,I,2023,4
31166.32,42237.41,115948.06,73710.65,41499.77,10333.44,5X,United Parcel Service,United Parcel Service,L,2023,2
31361.56,52112.20,576783.76,524671.56,43561.05,12199.50,B6,JetBlue Airways,JetBlue Airways,L,2023,1
33012.91,43451.43,109796.97,66345.54,43154.13,10141.22,5X,United Parcel Service,United Parcel Service,L,2023,3
35783.22,46070.34,136185.79,90115.45,45295.21,9511.99,5X,United Parcel Service,United Parcel Service,L,2023,1
39287.06,67528.54,778485.91,710957.37,65036.14,25749.08,5Y,Atlas Air Inc.,Atlas Air Inc.,I,2023,4
39558.96,55042.11,345606.19,290564.08,52675.04,13116.09,5X,United Parcel Service,United Parcel Service,A,2023,2
40060.44,45714.35,109190.74,63476.39,45062.36,5001.92,5X,United Parcel Service,United Parcel Service,L,2023,4
41625.29,48767.68,95360.82,46593.13,47779.94,6154.65,B6,JetBlue Airways,JetBlue Airways,A,2023,3
42086.00,130143.00,1208422.00,1078279.00,27364.00,-14722.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,L,2023,1
42551.10,56052.01,363411.52,307359.51,53862.15,11311.05,5X,United Parcel Service,United Parcel Service,A,2023,1
48084.04,402729.51,8630655.80,8227926.29,78059.26,29975.21,AA,American Airlines Inc.,American Airlines Inc.,D,2023,1
48686.85,60228.15,363087.40,302859.26,59636.45,10949.60,5Y,Atlas Air Inc.,Atlas Air Inc.,D,2023,3
48811.14,-8259.54,52085.42,60344.96,-7984.66,-56795.80,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,L,2023,4
52925.01,52925.01,2188758.88,2135833.87,52925.01,0.00,AA,American Airlines Inc.,American Airlines Inc.,A,2023,2
54428.00,-11804.00,159610.00,171414.00,-14690.00,-69119.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,L,2023,4
55681.09,73890.06,376974.67,303084.62,72785.73,17104.65,5X,United Parcel Service,United Parcel Service,A,2023,3
58680.60,102321.11,613351.26,511030.15,92481.60,33801.00,B6,JetBlue Airways,JetBlue Airways,L,2023,2
60170.00,105215.00,843900.00,738685.00,83982.00,23812.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,L,2023,3
61325.32,71459.84,375104.43,303644.59,68982.36,7657.04,5X,United Parcel Service,United Parcel Service,A,2023,4
61400.66,98134.16,649682.01,551547.86,79669.55,18268.88,G4,Allegiant Air,Allegiant Air,D,2023,1
65300.56,134452.48,1929595.41,1795142.93,102914.77,37614.21,B6,JetBlue Airways,JetBlue Airways,D,2023,2
65712.69,107123.54,1294816.51,1187692.97,84545.30,18832.62,UA,United Air Lines Inc.,United Air Lines Inc.,L,2023,4
67685.08,125578.30,1113588.52,988010.22,89066.97,21381.89,UA,United Air Lines Inc.,United Air Lines Inc.,P,2023,1
68734.66,76471.13,876761.89,800290.76,84742.43,16007.77,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,D,2023,2
70284.55,115907.27,1184603.27,1068696.01,91690.33,21405.78,UA,United Air Lines Inc.,United Air Lines Inc.,L,2023,3
74778.55,109103.53,1272666.07,1163562.54,96403.86,21625.31,UA,United Air Lines Inc.,United Air Lines Inc.,L,2023,2
82063.05,97433.67,423696.25,326262.58,96077.17,14014.11,5Y,Atlas Air Inc.,Atlas Air Inc.,D,2023,4
83267.38,127901.96,683810.24,555908.28,111143.65,27876.27,G4,Allegiant Air,Allegiant Air,D,2023,2
96798.77,97517.01,684713.41,587196.40,97850.44,1051.67,5Y,Atlas Air Inc.,Atlas Air Inc.,I,2023,1
97023.74,97023.74,1635109.68,1538085.95,97023.74,0.00,AA,American Airlines Inc.,American Airlines Inc.,L,2023,3
97493.00,133102.00,655689.00,522587.00,116317.00,18824.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,P,2023,3
98156.00,58679.00,661352.00,602673.00,109922.00,11766.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,P,2023,4
101145.44,133522.26,529250.74,395728.48,132216.26,31070.82,5X,United Parcel Service,United Parcel Service,P,2023,3
101389.35,137545.68,475893.04,338347.36,135005.79,33616.44,5X,United Parcel Service,United Parcel Service,P,2023,2
102896.85,98508.17,711062.49,612554.32,94067.05,-8829.80,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,D,2023,3
104337.00,129245.00,626989.00,497744.00,125614.00,21277.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,P,2023,2
109905.20,126723.41,546198.85,419475.44,123627.89,13722.70,5X,United Parcel Service,United Parcel Service,P,2023,4
116213.91,171934.08,1259026.26,1087092.17,149829.02,33615.11,UA,United Air Lines Inc.,United Air Lines Inc.,P,2023,2
124857.00,162891.00,974257.00,811366.00,157347.00,32490.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,L,2023,2
135770.26,199053.99,1316266.65,1117212.65,178693.63,42923.36,UA,United Air Lines Inc.,United Air Lines Inc.,L,2023,1
136824.61,175548.35,534065.27,358516.92,173195.71,36371.10,5X,United Parcel Service,United Parcel Service,P,2023,1
147690.00,190805.00,2728664.00,2537859.00,196153.00,48462.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,D,2023,3
158234.00,98265.00,1011224.00,912959.00,176107.00,17873.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,L,2023,4
181322.68,201189.56,720957.29,519767.73,198575.41,17252.73,5Y,Atlas Air Inc.,Atlas Air Inc.,I,2023,2
187179.00,113787.00,6325725.00,6211938.00,229728.00,42549.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,D,2023,3
203072.13,295915.63,1378130.32,1082214.69,265246.49,62174.36,UA,United Air Lines Inc.,United Air Lines Inc.,P,2023,3
204885.14,204885.14,1847377.16,1642492.02,204885.14,0.00,AA,American Airlines Inc.,American Airlines Inc.,L,2023,4
235681.00,339651.00,2694962.00,2355311.00,317065.00,81384.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,D,2023,2
247678.32,290886.58,694046.90,403160.31,284299.67,36621.35,B6,JetBlue Airways,JetBlue Airways,L,2023,3
294006.71,822511.12,9307001.56,8484490.44,312145.96,18139.24,AA,American Airlines Inc.,American Airlines Inc.,D,2023,4
304965.51,430385.50,3228753.54,2798368.04,393424.52,88459.01,UA,United Air Lines Inc.,United Air Lines Inc.,A,2023,2
311187.00,180030.00,2176767.00,1996737.00,350278.00,39091.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,A,2023,4
336987.32,336987.32,1798322.70,1461335.38,336987.32,0.00,AA,American Airlines Inc.,American Airlines Inc.,L,2023,2
356274.83,356274.83,2123188.47,1766913.64,356274.83,0.00,AA,American Airlines Inc.,American Airlines Inc.,L,2023,1
414969.54,606293.11,3542580.88,2936287.77,541972.16,127002.62,UA,United Air Lines Inc.,United Air Lines Inc.,A,2023,3
449495.59,720931.57,8378563.65,7657632.08,587156.68,137661.10,UA,United Air Lines Inc.,United Air Lines Inc.,D,2023,3
493731.00,684911.00,3468590.00,2783679.00,594793.00,101062.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,A,2023,3
530939.00,657744.00,3148176.00,2490432.00,639262.00,108323.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,A,2023,2
538978.00,1056742.00,10578432.00,9521690.00,808047.00,269069.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,D,2023,3
561865.49,838713.47,8436800.33,7598086.86,721828.94,159963.46,UA,United Air Lines Inc.,United Air Lines Inc.,D,2023,4
579590.49,806094.52,8417621.50,7611526.98,747609.92,168019.43,UA,United Air Lines Inc.,United Air Lines Inc.,D,2023,2
657189.00,764539.00,6768542.00,6004003.00,852485.00,195297.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,D,2023,2
924309.00,1309203.00,6677516.00,5368313.00,1184780.00,260471.00,FX,Federal Express Corporation,Federal Express Corporation,D,2023,1
1048548.10,1795694.90,9762724.41,7967029.51,1500855.12,452307.02,AA,American Airlines Inc.,American Airlines Inc.,D,2023,2
1060395.00,1311250.00,6428728.00,5117478.00,1257204.00,196809.00,FX,Federal Express Corporation,Federal Express Corporation,D,2023,3
1113926.00,1268321.00,6438317.00,5169996.00,1458446.00,344520.00,FX,Federal Express Corporation,Federal Express Corporation,D,2023,2
1153288.00,1533243.00,10888168.00,9354925.00,1481621.00,328333.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,D,2023,2
1193347.00,1356577.00,6767553.00,5410976.00,1419373.00,226026.00,FX,Federal Express Corporation,Federal Express Corporation,D,2023,4
1550496.00,987203.00,10407790.00,9420587.00,1719891.00,169395.00,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,D,2023,4
